reaction	linear_coefficient
MAR08482	[np.float64(6.713308228060648e-05)]
MAR08483	[np.float64(6.713308228060648e-05)]
MAR08484	[8.4310167750605e-05]
MAR08485	[np.float64(6.713308228060648e-05)]
MAR08486	[3.52390203130258e-05]
MAR08487	[np.float64(6.713308228060648e-05)]
MAR08488	[3.7984325592705935e-05]
MAR08489	[3.7984325592705935e-05]
MAR08493	[np.float64(6.713308228060648e-05)]
MAR08494	[np.float64(6.713308228060648e-05)]
MAR08495	[np.float64(6.713308228060648e-05)]
MAR03802	[2.995045955520258e-05]
MAR03804	[2.995045955520258e-05]
MAR03811	[np.float64(6.713308228060648e-05)]
MAR03813	[np.float64(6.713308228060648e-05)]
MAR03822	[np.float64(6.713308228060648e-05)]
MAR03827	[3.092916008544024e-05]
MAR03829	[np.float64(6.713308228060648e-05)]
MAR03862	[0.005524288346307094]
MAR03865	[3.092916008544024e-05]
MAR03870	[np.float64(6.713308228060648e-05)]
MAR03873	[0.007346789452025403]
MAR08654	[0.007346789452025403]
MAR03890	[np.float64(6.713308228060648e-05)]
MAR03892	[np.float64(6.713308228060648e-05)]
MAR09802	[0.0055600173574716395]
MAR03899	[np.float64(6.713308228060648e-05)]
MAR03903	[0.004176838530359184]
MAR04109	[np.float64(6.713308228060648e-05)]
MAR04114	[np.float64(6.713308228060648e-05)]
MAR04115	[np.float64(6.713308228060648e-05)]
MAR04118	[np.float64(6.713308228060648e-05)]
MAR04172	[0.005524288346307094]
MAR04196	[np.float64(6.713308228060648e-05)]
MAR04197	[np.float64(6.713308228060648e-05)]
MAR04287	[2.9037379183842352e-05]
MAR04690	[np.float64(6.713308228060648e-05)]
MAR04693	[8.4310167750605e-05]
MAR06780	[3.092916008544024e-05]
MAR06968	[np.float64(6.713308228060648e-05)]
MAR06969	[0.00906218291663845]
MAR06970	[np.float64(6.713308228060648e-05)]
MAR06971	[3.8660052292240714e-05]
MAR06972	[3.8660052292240714e-05]
MAR07641	[0.005524288346307094]
MAR07642	[8.4310167750605e-05]
MAR08626	[0.006851265170606231]
MAR08628	[0.00906218291663845]
MAR03806	[np.float64(6.713308228060648e-05)]
MAR03807	[2.9037379183842352e-05]
MAR03809	[0.00906218291663845]
MAR03816	[0.005489941701390298]
MAR03819	[np.float64(6.713308228060648e-05)]
MAR03820	[np.float64(6.713308228060648e-05)]
MAR03832	[8.4310167750605e-05]
MAR03833	[np.float64(6.713308228060648e-05)]
MAR03835	[np.float64(6.713308228060648e-05)]
MAR03837	[np.float64(6.713308228060648e-05)]
MAR03895	[np.float64(6.713308228060648e-05)]
MAR03897	[np.float64(6.713308228060648e-05)]
MAR03956	[np.float64(6.713308228060648e-05)]
MAR03993	[np.float64(6.713308228060648e-05)]
MAR04073	[np.float64(6.713308228060648e-05)]
MAR04075	[2.9037379183842352e-05]
MAR04077	[2.9037379183842352e-05]
MAR04190	[np.float64(6.713308228060648e-05)]
MAR04191	[8.276259811459243e-05]
MAR04212	[5.108917658270245e-05]
MAR04422	[5.108917658270245e-05]
MAR04423	[np.float64(6.713308228060648e-05)]
MAR04424	[0.0059643768572906234]
MAR04583	[np.float64(6.713308228060648e-05)]
MAR04605	[np.float64(6.713308228060648e-05)]
MAR04606	[0.004710908773887676]
MAR04607	[np.float64(6.713308228060648e-05)]
MAR04776	[np.float64(6.713308228060648e-05)]
MAR04777	[np.float64(6.713308228060648e-05)]
MAR04778	[np.float64(6.713308228060648e-05)]
MAR04779	[np.float64(6.713308228060648e-05)]
MAR04780	[np.float64(6.713308228060648e-05)]
MAR04781	[np.float64(6.713308228060648e-05)]
MAR04784	[np.float64(6.713308228060648e-05)]
MAR04785	[np.float64(6.713308228060648e-05)]
MAR04786	[3.092916008544024e-05]
MAR04787	[0.0055600173574716395]
MAR05384	[np.float64(6.713308228060648e-05)]
MAR06929	[2.9037379183842352e-05]
MAR06930	[2.9037379183842352e-05]
MAR06931	[np.float64(6.713308228060648e-05)]
